phi,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20]
0.898261536,0.09795096,5.30E-05,5.80E-06,0.464564919,0.002168131,0.002771929,0.000792002,1.60E-08,7.94E-06,1.191282911,2.77E-15,2.27E-34,5.648021189,0.097645168,3.91E-09,3.950388886,3.21E-29,1.197795712,2.670636601,0.045839666
0.972258554,0.075755658,0.000388042,0.007161379,0.78972984,5.78E-06,0.12394418,4.47E-07,2.08E-07,0.013240787,0.808648741,3.06E-06,1.26E-24,6.087553451,0.104574679,4.06E-09,3.284608954,2.04E-08,2.17626188,2.852792863,0.139042344
0.807195755,0.107558737,0.000450272,8.28E-05,0.542890787,2.67E-05,0.001854132,0.005297685,2.079693706,0.002859016,1.196696216,4.19E-21,1.13E-20,5.665204622,0.093376182,8.16E-07,3.477540121,2.61E-10,0.904094405,2.841296492,0.041252172
0.923152221,0.085476545,2.66E-05,0.000108315,0.481027847,3.98E-05,0.002253394,0.0015811,0.000411285,0.024775415,1.40136069,3.53E-15,2.43E-18,5.346379496,0.090848164,0.173862175,3.340032451,6.05E-16,0.923420653,2.766292999,0.04525881
0.89711678,0.081790473,2.21E-05,3.55E-05,0.690554467,6.73E-08,8.55E-20,0.001918956,0.759883864,0.000243791,0.823785824,4.91E-07,1.12E-05,7.497032,0.103929122,5.87E-08,2.872865254,6.15E-09,3.9593707,2.787238098,0.053820696
0.962081672,0.089173906,8.35E-10,0.00341875,0.538335207,4.47E-09,0.000648889,0.000632522,3.63E-06,0.013341605,0.911322912,3.34E-09,2.06E-09,6.027665846,0.08590103,1.53E-08,3.204519259,1.75E-05,1.811585781,3.104181508,0.055909653
1.096240122,0.105611487,6.59E-10,0.001208748,0.444280521,5.86E-10,5.15E-05,5.51E-05,0.131872317,0.012563366,0.848266743,0.267983787,2.86E-10,5.747777293,0.092967435,1.21E-06,3.797529068,6.16E-07,1.841712476,2.598466326,0.026297272
1.175318313,0.087389888,4.24E-10,0.000513071,0.493826074,0.03028954,1.06E-09,7.11E-05,0.210196574,0.020865612,0.663479612,0.000764939,3.82E-07,5.706834361,0.088340376,2.80E-07,4.432815102,4.42E-08,2.219555582,2.960984533,0.024854072
0.732015112,0.076210902,1.47E-08,0.014031403,0.67544976,4.48E-14,1.17E-16,0.005579445,0.234335967,9.63E-05,1.322118568,0.003272815,3.26E-06,5.424143763,0.113006328,0.005026459,3.433322516,1.31E-32,1.561399979,2.633769693,0.044300466
0.947165421,0.066185651,7.06E-07,0.000805195,0.649814252,0.000123528,6.20E-16,0.000470582,0.00046256,0.061491589,1.014294503,0.000906284,0.000222712,7.315601416,0.098664502,0.002437672,2.994859691,1.48E-40,1.351999744,2.602340601,0.020434409
0.923019968,0.103786698,0.000282457,0.004591715,0.818884637,0.015288942,2.56E-17,0.002534129,0.156741139,3.72E-05,0.632084728,6.27E-06,0.000749345,4.903513319,0.135941329,0.029173526,3.32243014,1.37E-40,2.012648771,2.475226122,0.018309519
1.006764697,0.087454489,5.24E-10,0.00315232,0.443347443,0.011552111,1.40E-21,0.000206304,0.108849362,0.000176799,1.269966614,0.001123672,3.07E-07,7.248169785,0.082314219,0.009038001,4.414079324,3.07E-10,2.257821036,3.023210781,0.181440907
1.048106897,0.075173053,1.01E-10,0.000110299,0.51948565,1.30E-05,9.20E-18,1.16E-05,0.03909637,4.22E-05,1.161800631,2.24E-06,1.03E-08,7.369050152,0.083637429,0.028002708,4.797116091,4.93E-07,1.835359782,3.183036483,0.199398537
0.718532358,0.100921982,0.00014859,0.007563074,0.708877125,1.74E-05,3.00E-09,0.022587448,0.019713586,0.021563499,0.868492716,6.85E-06,3.46E-08,4.748119018,0.122695134,0.001089829,2.501872987,0.036534138,2.901309794,2.258658099,0.064671797
0.866703864,0.110247587,6.24E-05,0.001829387,0.739791155,8.43E-05,3.31E-05,1.18E-05,0.021919164,0.00013949,0.777572668,0.003271334,0.001335832,7.094362563,0.1065298,1.01E-09,3.898877208,0.003220823,1.98749239,2.420704,0.086178294
1.026593652,0.072825391,3.12E-05,0.013173154,0.535844947,0.000143675,0.002215194,1.35E-05,0.018383532,0.000636182,1.118067682,0.006136813,0.000336007,4.73460235,0.0951131,1.34E-15,3.229588447,0.000745735,1.935787378,3.115604778,0.079573755
0.942374701,0.136950847,2.49E-14,0.000672361,0.69306907,0.000232328,0.002223895,1.55E-05,0.033772758,3.26E-05,0.806055902,0.001555947,4.04E-05,6.373944484,0.092694854,8.73E-09,3.396979472,0.002421334,2.161723305,3.078223952,0.072025198
0.909096376,0.097526608,0.000151646,6.31E-05,0.582540481,0.011445374,0.003037461,0.00012846,0.108345462,0.002853545,0.620293193,1.49E-05,1.09E-08,5.401168689,0.087532427,1.01E-19,3.826008414,1.50E-08,1.59997897,3.450824416,0.136501117
1.045367748,0.074419667,4.32E-05,1.97E-06,0.683295588,3.98E-09,0.00341031,0.000338936,0.090407603,0.003863517,1.660339442,1.55E-05,7.49E-32,6.354574068,0.119524744,9.64E-05,3.449397153,7.42E-29,2.168241006,2.328475215,0.03204375
1.249304569,0.067049536,7.61E-07,7.37E-07,0.622799746,9.67E-08,0.032947753,0.002241818,0.008893924,0.000170118,0.662669716,4.68E-13,3.64E-10,6.120918012,0.09088328,0.026863077,3.533428757,1.08E-15,1.624982799,3.78092867,0.041048219
0.714397032,0.112602985,1.37E-12,0.031634065,0.639554414,1.37E-06,0.065706151,0.011365192,0.55211668,0.000776293,1.205011006,6.55E-27,5.83E-12,6.759429854,0.115775968,1.04E-15,4.004948784,9.39E-23,1.91405098,1.973093453,0.03767506
1.088570186,0.075465917,0.006350003,2.25E-05,0.687523219,0.053079634,9.15E-11,0.000256079,0.005747074,0.000683636,1.216088005,3.68E-25,0.001078866,6.837196136,0.114512164,5.76E-10,4.5034284,4.42E-33,1.809212401,2.602397614,0.034227827
0.872499393,0.089245346,0.002314676,0.00946655,0.550812782,2.50E-13,2.05E-25,0.001434652,0.55370634,0.001149545,0.844964558,2.38E-05,0.001959019,4.754602297,0.098437245,2.38E-10,2.890646325,0.267232048,1.321757188,2.921704392,0.134698018
1.015404049,0.054521788,0.002728772,0.006994066,0.520130681,1.13E-07,1.67E-21,0.005122607,0.029860436,1.68E-08,1.068519783,0.005255501,0.001495641,5.883520702,0.090749372,6.04E-15,3.827291152,5.34E-25,2.899952445,2.585638531,0.030906602
0.908182533,0.132412437,5.21E-05,0.008189459,0.728402259,0.027489049,5.65E-13,0.002688726,0.021686568,0.087105457,0.915457868,6.33E-05,0.000215105,5.910323674,0.117333592,3.59E-20,3.597892939,5.04E-09,1.144442113,2.87725137,0.166647835
1.001669964,0.069548931,5.24E-05,1.88E-05,0.676687801,0.000348534,4.34E-10,0.001250634,0.0066612,1.92E-08,1.222095699,1.66E-09,8.70E-07,6.731531945,0.086594767,0.026863608,2.995770842,4.53E-18,3.186043274,2.431564426,0.029848111
0.883768215,0.112255,5.04E-06,0.000473046,0.555586035,6.02E-09,3.94E-09,0.001545144,0.007062626,0.028324296,0.785384411,9.54E-08,1.23E-05,5.17335929,0.121759942,0.000431289,4.245659133,1.69E-16,1.04347524,4.179781043,0.13897876
0.904273257,0.095378729,0.012493838,0.000438342,0.636641311,9.59E-29,0.002016349,0.000785834,0.347536353,0.000872336,0.846259956,2.22E-15,0.00035999,6.780132307,0.097845502,9.44E-12,4.820482744,4.17E-16,1.638781247,3.319988624,0.140435881
0.895885122,0.121218862,3.53E-09,0.001584131,0.635644963,1.10E-26,1.43E-06,0.000783627,0.000594138,0.009814554,0.931071627,7.32E-14,0.00033999,4.754306672,0.109875778,5.66E-11,2.662385566,0.426931901,2.274396627,2.645253555,0.062936334
1.144089231,0.100824977,2.27E-17,0.002559285,0.666139797,2.14E-19,0.000363255,0.007867732,0.035509543,8.95E-05,0.901900957,3.07E-09,7.50E-09,6.089067352,0.126445751,1.27E-09,3.162848486,3.44E-11,3.644672933,2.669012284,0.067790705
0.790574801,0.088681528,9.88E-48,0.005900224,0.603310381,1.34E-30,0.000298449,0.00040003,0.024166706,4.17E-07,1.088847502,0.017709497,6.41E-06,6.41124686,0.126948434,7.20E-10,4.140656756,0.002839294,2.027918855,3.044955765,0.087845645
0.822469454,0.09352822,9.21E-50,0.004827841,0.575290204,4.73E-36,2.47E-06,0.000773536,0.029375118,3.75E-07,0.836677999,0.09789338,0.002826415,5.91544827,0.137736996,0.000136465,4.104750733,2.50E-05,2.14231257,2.645193483,0.056978364
1.285574491,0.077525066,8.94E-36,0.000234097,0.642645053,3.54E-06,4.23E-25,0.000284628,0.032145977,5.38E-05,1.150023552,0.005248397,2.82E-07,5.738751485,0.084178044,8.40E-13,3.14807026,0.001622755,1.52533209,2.867223768,0.025070922
1.154359199,0.089514907,9.38E-23,2.67E-06,0.55954537,2.39E-06,1.15E-20,3.93E-09,0.099665815,0.016677527,0.838957189,1.37E-11,0.000316038,5.020717675,0.112318344,1.46E-06,3.525769341,0.000154709,1.422073373,2.950623358,0.014696533
1.013260025,0.120955021,3.42E-25,2.81E-09,0.565958531,0.003220971,2.39E-12,7.87E-06,0.042963409,6.17E-05,0.917262128,1.05E-18,0.000139842,5.829550043,0.110162867,6.45E-07,2.527135405,7.20E-05,1.907294518,2.392498059,0.008914922
0.90518185,0.066091481,3.97E-19,9.65E-12,0.691762176,0.007919603,2.65E-16,1.45E-05,0.023033858,0.00340466,1.035448552,0.023462235,0.000228706,5.835739405,0.094138616,3.71E-22,5.15568706,3.47E-07,1.714562384,3.044708812,0.23123592
1.161059149,0.125899943,0.000532917,2.36E-07,0.592858726,0.000744819,4.66E-26,2.88E-05,0.314013551,0.001183354,1.088739606,0.023289067,0.000498151,6.507985897,0.076815433,0.001129747,2.783142687,0.343422934,2.053458113,2.711268717,0.020266965
0.758876942,0.062271855,0.00012596,3.28E-09,0.558951932,7.01E-17,0.927629755,1.17E-07,0.00794516,0.00116865,1.235553142,1.43E-06,0.000164786,5.506008068,0.09116325,1.54E-09,4.273074271,8.41E-09,1.200684331,3.110077779,0.032247277
0.958318701,0.089817547,5.90E-05,0.012909317,0.663017163,2.96E-06,1.14E-29,6.89E-10,0.001581006,0.001015108,0.731033348,8.95E-16,9.58E-07,5.852919072,0.116121281,0.002502531,4.160537124,6.32E-09,2.757289553,2.216770247,0.021558351
0.897870855,0.077086351,4.17E-08,0.000128198,0.594326736,0.000227967,2.77E-38,5.50E-07,1.46E-07,1.36E-05,0.919335188,5.50E-15,0.001962343,7.076784799,0.123842818,4.39E-12,2.636176232,0.351611315,1.726462314,2.737041193,0.052765897
0.856608626,0.110534197,1.25E-14,0.000441191,0.568767612,1.40E-06,5.76E-53,0.017093877,3.02E-05,5.19E-07,1.134544179,6.02E-10,0.000794544,5.214406865,0.091024354,0.000183931,4.483167701,3.62E-14,3.990479982,4.010644012,0.043626123
0.967880488,0.122247526,0.028303028,0.001202474,0.512804976,0.000193775,2.41E-47,4.18E-06,0.01142034,0.001852419,1.298385307,1.12E-07,2.56E-06,5.52072625,0.099760027,0.000267772,4.512938619,2.36E-06,1.700305315,3.425183728,0.030140909
0.873445435,0.125503443,9.61E-08,0.030209025,0.55390805,4.83E-09,6.20E-49,4.45E-06,0.426162755,0.040045249,1.031850273,1.73E-07,2.00E-05,5.684427537,0.090755338,3.96E-05,4.466066216,2.01E-06,1.590028507,3.264373124,0.053333215
1.05790695,0.062283558,3.11E-11,1.86E-05,0.688593491,1.69E-06,2.55E-49,9.83E-05,3.50E-07,1.73E-05,0.876738468,9.92E-09,2.59E-05,6.149800018,0.117319114,1.41E-05,3.059652798,1.91E-10,2.068614836,2.341298885,0.063323249
0.947347539,0.119991759,1.43E-10,0.034543787,0.548155181,9.96E-07,4.90E-43,0.015013054,2.20E-05,0.027041241,1.147274356,0.075938223,4.89E-09,4.792403828,0.091490039,0.000459616,3.905636138,3.64E-18,1.844199302,2.747927651,0.086967402
0.981387399,0.063669718,2.62E-15,1.64E-06,0.666829854,7.65E-14,5.33E-35,0.000134876,8.92E-06,0.000413342,0.858735961,2.02E-22,5.04E-12,7.423099722,0.102136917,1.47E-07,3.037089623,1.60E-05,2.381978459,2.720641945,0.057794936
0.909290754,0.117935588,4.71E-10,3.71E-05,0.572821069,1.49E-10,2.90E-12,0.002671716,0.063696254,0.000381388,0.963488228,0.110902709,0.017683877,4.689161725,0.10896434,1.67E-16,3.66846443,0.001111789,2.737913927,3.192901206,0.072189211
0.992922541,0.131419247,8.21E-16,6.44E-06,0.533273806,4.39E-06,1.35E-06,0.003175028,0.08092123,0.011373603,0.924327353,0.00030697,6.35E-09,6.4168542,0.100408875,7.18E-23,3.484773659,0.007913625,2.039690923,2.56175723,0.049623848
1.033255083,0.100385844,5.99E-14,2.59E-05,0.552289018,4.11E-12,2.27E-07,0.00884459,0.08160828,0.021035377,0.774494359,0.000254758,0.039326401,6.167610292,0.107114922,1.67E-20,3.683407343,0.030243728,2.960718727,2.18005578,0.061875201
0.998717789,0.079935783,7.05E-11,1.10E-05,0.44718505,0.000262518,9.62E-09,0.000509788,0.020300711,0.001638741,0.848479569,0.03016674,6.91E-14,6.531060233,0.097722675,0.746280806,2.996246665,0.006211066,2.543759216,2.606437437,0.083750492
1.04154425,0.090796715,2.67E-09,0.000654143,0.572168944,0.00026343,3.18E-19,0.006428421,0.059934062,7.50E-05,0.767523748,1.59E-07,1.51E-10,5.547096948,0.096150972,2.11E-27,3.467060977,0.06998388,1.894703632,3.169319536,0.045889431
0.878333013,0.091306074,9.10E-14,0.00013078,0.662953927,0.000155983,6.77E-14,0.002692931,0.192831186,1.25E-05,0.612545307,2.41E-09,5.52E-16,6.091588861,0.089988139,5.53E-23,4.063131001,9.29E-08,1.366984306,3.83538321,0.087044106
0.813131779,0.062284139,1.94E-19,0.002104689,0.470735066,0.000764345,5.06E-24,0.000885249,0.000333031,0.062750795,0.862645592,1.45E-11,5.04E-09,7.055926208,0.115890099,3.06E-23,3.719314643,0.015671911,1.106990683,2.679768292,0.025930477
1.04078163,0.136837462,8.38E-10,0.001431935,0.825924003,0.013121174,1.02E-11,7.73E-05,0.002753464,2.42E-07,1.235373599,7.96E-15,3.30E-05,6.03521042,0.086717304,2.79E-31,3.113086759,0.011628357,2.433300256,2.957612553,0.113129256
1.058965598,0.111351778,1.92E-26,1.24E-05,0.657727695,0.000419814,1.66E-08,0.025360895,0.000926384,1.92E-07,0.85667012,4.33E-17,4.78E-06,5.661617622,0.118772508,8.91E-31,3.222047173,3.42E-06,1.945403592,2.504793198,0.22447083
1.145214474,0.106585965,1.20E-10,0.001056313,0.595512337,7.31E-07,5.60E-15,5.23E-06,0.584398856,1.27E-06,1.393614059,8.73E-22,5.63E-13,4.808688615,0.075129835,1.29E-28,4.192658295,9.89E-05,2.236683531,2.79768765,0.100436492
0.827694691,0.092154319,2.59E-08,0.008230272,0.659214772,4.39E-14,5.88E-14,0.000198687,0.000121826,5.02E-07,0.656025718,9.54E-14,0.001100942,6.271431663,0.09334935,3.81E-17,4.291812196,7.33E-07,2.290737148,3.25815017,0.131735691
1.025994111,0.094353916,2.68E-11,0.002179481,0.564043122,1.50E-08,2.86E-24,0.014201465,0.000253378,2.63E-07,1.353483894,0.011281497,8.48E-05,4.904661563,0.123175385,0.762116037,3.589433207,1.68E-06,1.412276758,2.53977983,0.024085029
1.008246763,0.086738709,7.42E-12,0.006628682,0.584640572,1.65E-32,0.032888892,0.00012785,0.11863383,2.04E-05,1.038599961,1.51E-05,1.75E-12,5.857799082,0.100060247,1.12E-13,3.456904974,2.72E-10,2.596453252,2.803979762,0.039182302
0.819984228,0.083115011,4.30E-16,0.006887305,0.57075821,1.45E-18,3.26E-16,8.70E-05,0.248787749,6.39E-05,0.819878179,1.16E-05,1.44E-20,5.249322076,0.101100577,0.330733436,2.987923788,2.07E-10,1.196280595,2.297706425,0.098713788
1.092705013,0.098841791,7.53E-05,0.007138994,0.645388487,5.23E-20,1.65E-37,0.000415344,0.215624888,1.21E-06,1.248394572,2.77E-10,6.07E-18,6.951985276,0.102858587,5.40E-11,4.191735276,6.68E-11,2.641359775,3.276230766,0.017917601
1.123899022,0.075025237,2.12E-26,0.001118331,0.610024703,4.77E-21,4.97E-35,0.00065771,0.006846503,2.74E-06,0.772030469,1.11E-10,1.74E-17,5.497519339,0.123565643,0.000960107,2.869365817,1.12E-07,2.12700584,2.250521457,0.061172587
1.146002324,0.07603957,1.80E-26,0.001092692,0.605267396,1.32E-20,2.63E-35,0.000656184,0.010860213,2.35E-06,0.77803093,6.56E-11,1.35E-17,5.511711564,0.122819784,0.003487661,2.889145389,3.75E-08,2.083618028,2.231443217,0.059002881
1.006782863,0.070204472,2.37E-17,0.00026134,0.594221162,4.25E-10,4.72E-35,0.000260795,0.183198359,0.027101211,1.257069781,0.002690582,3.08E-06,5.497556742,0.094885661,0.000801894,3.13049573,9.00E-15,1.635720317,2.877667578,0.142786034
0.856280221,0.100014632,0.000270813,0.015784357,0.643300564,2.21E-17,9.70E-24,6.25E-05,0.004048935,9.83E-05,0.909040098,7.56E-05,1.41E-09,6.920375317,0.128006851,0.000229556,4.590588181,3.43E-13,2.050778965,2.453826108,0.02103953
0.868383399,0.107058573,0.000117862,0.005823813,0.669846826,4.25E-14,4.82E-22,6.62E-05,0.005362015,9.68E-05,0.875825985,1.60E-05,3.36E-09,6.568392734,0.125416757,0.0001333,4.718262362,9.51E-12,1.95459296,2.415996593,0.018128123
0.93904447,0.058752081,0.000164485,0.002997537,0.557768812,8.88E-26,0.000156121,1.02E-08,0.088257058,0.033292965,0.865525071,0.031103517,2.14E-10,5.610546106,0.098750686,8.69E-22,2.726417181,3.79E-08,1.125385522,3.030597794,0.021948143
0.964870963,0.135267683,2.18E-05,0.005498221,0.679854614,5.60E-28,0.013934562,0.009903012,0.085864786,0.000183844,1.13272166,0.056778937,2.57E-28,6.164845176,0.107787597,4.56E-35,4.634009471,1.84E-08,3.464115272,2.884677614,0.012855719
0.851482094,0.059535207,1.41E-08,0.00162725,0.544351143,7.61E-17,1.83E-12,0.006132739,0.504040633,6.32E-06,0.882702013,0.062766123,6.67E-42,6.13212207,0.103535917,0.428818609,2.908619367,5.97E-06,1.020516879,2.629869085,0.132150157
0.875911779,0.076666109,3.99E-09,2.62E-05,0.669791092,1.02E-22,4.15E-16,0.00205136,0.002844448,1.13E-05,1.003457144,0.002056,5.98E-47,5.73596771,0.100740013,1.23E-06,3.217371514,0.225289661,1.009953729,2.138094788,0.058639999
0.90572095,0.089669752,5.11E-09,6.96E-06,0.623431025,1.04E-15,2.60E-09,0.007086979,0.41476309,1.43E-05,1.142130211,0.000347994,2.95E-39,5.858891716,0.094228474,1.81E-06,3.357831385,2.01E-05,1.306621234,2.59314084,0.102102564
0.895454889,0.091347551,2.34E-08,7.78E-06,0.625265128,7.28E-16,1.46E-10,0.010139177,0.411816659,9.15E-06,1.161531115,8.73E-05,6.84E-39,6.170908478,0.093526424,4.64E-06,3.359944318,1.41E-05,1.332900056,2.578161814,0.095777579
1.347016952,0.090076574,3.52E-15,0.033496559,0.73459397,0.003169415,8.84E-05,0.000272927,0.003630736,6.07E-06,1.026809884,8.11E-12,2.63E-24,6.464876037,0.12562382,5.45E-08,3.682230686,3.07E-20,2.390824244,3.200907565,0.077637885
0.674228602,0.098143825,4.40E-14,8.39E-08,0.514734893,0.000100789,0.001624386,0.000221901,9.76E-06,7.79E-05,0.912200626,0.001147695,2.83E-19,5.26696467,0.083169659,5.17E-10,3.436775628,9.63E-06,1.331741618,2.268220586,0.067346215
0.675964606,0.113566217,1.10E-11,0.000489053,0.577687062,4.32E-07,0.000300277,0.000287413,0.001807047,2.41E-07,0.690694135,5.20E-16,0.000942079,7.01099624,0.116353889,1.82E-07,3.777926431,1.06E-07,3.184971489,2.75993016,0.135472743
0.932174608,0.081608556,2.06E-05,1.02E-06,0.492408732,2.98E-05,0.000423146,0.002497926,0.000385349,0.000340632,0.696083271,8.72E-17,1.50E-12,5.959205946,0.0997618,0.016413507,3.489795693,0.002611704,1.737058932,2.433131535,0.101242621
1.010694739,0.068584716,0.000175335,9.88E-08,0.658718061,3.96E-07,0.002515879,0.00011887,0.377370305,1.35E-05,0.862650146,1.03E-07,8.52E-14,4.700775333,0.119899382,0.014604893,3.93227099,5.71E-16,1.413910503,2.836507841,0.015753264
1.179929503,0.079126829,0.00030847,0.000147439,0.638482202,2.70E-05,0.000669201,0.001905944,0.001092697,2.85E-05,1.048398699,5.42E-10,5.61E-09,6.364941454,0.094227307,0.027978457,3.870369482,3.70E-12,1.916415731,2.953618858,0.049343246
0.832496446,0.097225177,9.18E-10,1.28E-06,0.597493054,4.62E-05,5.62E-05,0.018972708,7.67E-09,0.000436801,0.919495933,5.81E-32,4.45E-07,5.448671694,0.11375223,0.007499787,3.301522255,2.03E-06,1.908783657,2.356108004,0.058018727
0.790887537,0.084688119,1.51E-06,5.85E-06,0.680524007,0.003345664,0.000193988,0.000773998,1.30E-08,0.000507304,0.969010792,3.09E-35,0.00096315,5.073632709,0.113721205,0.047575225,3.337604394,0.001516673,1.779754067,2.361281259,0.048430075
1.094615473,0.099478247,1.57E-11,0.027634843,0.56296522,9.03E-06,3.58E-10,0.001535304,1.29E-06,3.64E-05,1.014630155,0.008674386,1.04E-05,7.034742496,0.09271523,0.020480564,3.712443968,3.83E-09,1.96306374,3.040391652,0.111145045
0.900169157,0.077353197,5.65E-10,4.39E-05,0.685056365,0.000670643,0.000303026,0.001996373,0.004100084,0.034277114,0.93214047,1.07E-08,1.01E-05,4.955035697,0.108554129,0.115414139,3.417994511,8.53E-10,1.701438891,2.438144877,0.055932631
0.980669901,0.081454381,6.50E-10,1.52E-06,0.646314642,0.001498771,6.91E-11,0.004200233,2.29E-05,0.000598642,0.596214369,1.07E-18,0.002656002,5.592564554,0.100366173,3.23E-11,3.781954267,2.53E-09,1.496405016,2.66733347,0.077735382
0.886539319,0.079210569,1.19E-25,0.030410471,0.651257502,2.14E-05,0.063463052,0.004109566,5.93E-05,0.001115953,1.436317459,1.42E-30,1.69E-09,5.07826625,0.123310207,0.000135692,3.234111984,1.25E-17,1.966663017,3.475846168,0.123038044
0.950329947,0.093234576,0.147262078,1.34E-05,0.632101065,1.51E-09,1.17E-07,0.003378752,0.001823991,0.001175698,0.987987775,1.97E-13,4.92E-15,5.395304489,0.09800596,0.146920374,4.087634427,0.000133396,1.437869347,2.210505029,0.050224236
1.100494138,0.063400436,8.01E-27,0.031963246,0.642061028,7.35E-09,7.04E-07,1.23E-05,1.92E-05,1.84E-05,1.174310714,1.00E-21,7.97E-08,5.799882693,0.098291105,0.000117388,3.114904,1.89E-12,1.677177259,3.043868812,0.045552715
1.101740372,0.072258639,2.66E-20,0.005067678,0.678883585,4.41E-16,1.65E-09,0.000656734,0.00084662,0.000218997,1.129008177,2.65E-20,2.29E-05,5.709753212,0.108833103,0.141140612,3.461552922,2.41E-11,2.026294026,2.913360334,0.082836777
1.046026617,0.082756853,1.55E-16,0.023247485,0.541976619,4.11E-14,3.00E-13,0.002678255,0.000761396,0.001898404,1.120681592,3.27E-22,0.008860421,6.41730559,0.099580153,0.000614932,4.068823837,3.35E-17,1.754769351,2.992096999,0.108986749
1.158056704,0.053334428,1.01E-10,3.16E-05,0.720747545,2.76E-06,0.014202112,0.003782193,0.002828619,0.0119157,0.94610885,3.18E-20,1.17E-18,5.561459904,0.095901993,9.24E-05,4.003072902,1.90E-07,1.887124815,2.739090629,0.062516195
1.3314999,0.133823782,6.47E-10,0.00059279,0.555821946,0.000241867,0.007365613,0.000108814,0.002230386,0.004014738,1.731703379,2.33E-15,7.80E-27,6.581662661,0.080067583,0.000147053,4.846798937,1.05E-13,2.429974449,2.693222749,0.063361308
0.720231229,0.061939124,1.97E-10,0.009029385,0.706265757,0.024128811,0.003173104,4.48E-05,0.002841862,0.008491691,0.644659795,1.53E-06,4.20E-21,5.49475133,0.119149295,0.000167465,2.410775026,1.58E-17,1.997316397,2.815454627,0.088443731
1.217390371,0.128597668,2.67E-20,0.004305605,0.550343739,9.12E-05,0.004961272,2.72E-05,0.117204777,0.00709444,1.536638894,6.66E-11,2.80E-06,6.143167722,0.090509656,0.000109979,4.630274395,2.96E-18,1.848880502,2.819402223,0.058683673
1.181043144,0.064064956,4.19E-10,0.002949507,0.577482171,4.85E-26,0.002353643,0.025392212,0.031096909,0.001185569,1.272226195,1.50E-09,2.44E-05,6.82840304,0.080908349,0.039998192,4.531975269,6.81E-16,1.212738222,2.766201091,0.087286918
0.754884518,0.119628986,0.000588473,0.002710836,0.677823416,1.21E-20,9.41E-08,7.28E-11,0.00064346,0.027485002,0.685253588,9.75E-11,0.000474539,5.05952136,0.136567744,0.000223337,2.950951792,0.003814745,3.096420612,2.31075313,0.056599704
1.031099826,0.106577636,0.003604841,0.008704764,0.644704476,7.88E-06,5.15E-08,1.09E-09,0.000169303,0.000625701,1.053554819,4.45E-18,3.88E-11,5.141476248,0.108024523,0.00780302,3.244977653,1.42E-05,1.828187572,2.362972596,0.056791527
0.917322924,0.077693701,0.014601465,0.000942822,0.583849056,1.69E-09,6.94E-18,4.28E-09,0.001494248,0.002588485,0.901124661,5.62E-20,4.20E-10,7.093933467,0.096120026,0.032482631,3.89829705,0.000822325,1.834671483,3.435815679,0.096177939
1.125593181,0.11801217,4.12E-07,0.014209595,0.622042333,0.014923086,7.36E-24,3.92E-05,0.328253996,0.011990138,0.94430622,1.61E-11,1.24E-07,5.743727299,0.083422985,0.003887225,3.655839979,0.000295666,1.53545718,2.505079148,0.038792416
1.059748677,0.100496883,1.12E-06,0.000265074,0.653136991,0.000132016,2.41E-25,1.44E-06,0.016755229,0.005291501,1.058432136,1.31E-15,1.22E-07,6.164738489,0.098329313,0.007802541,3.822391411,4.93E-13,1.406557642,2.807853318,0.11216198
0.852508332,0.100777955,5.06E-22,3.53E-06,0.598111824,0.004847169,8.55E-13,2.43E-05,0.181175419,0.000161799,0.701232857,2.95E-08,2.77E-05,5.061946691,0.105542207,2.73E-05,3.978791165,5.90E-21,1.928995602,2.599564513,0.060927687
1.044656258,0.09852663,1.46E-21,1.92E-05,0.634645333,0.001283204,2.41E-26,7.68E-07,0.122040419,0.000897497,1.134061186,4.32E-10,0.000363742,6.845514862,0.101691849,2.25E-07,3.249732991,0.006923055,1.725806401,3.588630076,0.070263023
0.929696879,0.08614443,3.17E-12,6.88E-05,0.533968825,3.22E-06,0.273653929,0.016511884,0.004385964,0.018725836,0.810751184,6.85E-05,0.002824665,5.21050534,0.116156033,9.98E-14,3.597320369,0.04074167,1.900905624,2.232410829,0.093103701
0.86577151,0.107191569,1.76E-10,0.022889437,0.680876202,3.72E-06,6.32E-14,2.51E-08,0.008506734,0.000882817,1.297238283,3.96E-06,4.40E-11,6.907663501,0.096014274,8.41E-13,3.337615237,0.065141822,1.732797571,3.366989659,0.125711615
1.116757067,0.069538993,5.23E-08,2.31E-05,0.594762789,0.000583543,2.00E-09,0.000218315,0.063658297,0.00058309,0.774950675,0.000777693,3.47E-06,5.935888485,0.110605714,0.02518695,3.927777873,0.00703689,2.214842558,2.367278148,0.02873351
1.067905065,0.13313353,1.60E-09,0.002642022,0.658598998,0.024008134,1.10E-14,0.000459127,0.002278255,0.00276127,1.071417716,9.52E-14,2.53E-07,6.37668526,0.0925064,0.033672963,3.209364124,8.64E-09,1.252374044,3.610495821,0.074106084
0.930965095,0.092664358,4.53E-07,9.39E-05,0.805461261,8.32E-15,0.233409428,0.000127382,0.001653079,0.000341994,0.806961351,0.001683343,2.01E-05,5.099028811,0.121491104,0.023112113,4.663178982,2.46E-11,1.425823404,2.838955165,0.097099153
