phi,beta,p10,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20]
0.7922326,1.920174,-3.423525,0.06982957,1.33E-05,1.73E-06,0.4458575,1.61E-29,4.65E-05,0.01551795,0.4484405,0.04848052,0.8494843,2.52E-13,2.69E-07,8.103471,0.09533543,0.003394396,3.5073,5.36E-06,1.841229,2.817414,0.06536999
1.108694,2.899669,-3.486986,0.102519,3.34E-09,0.002418032,0.7112058,4.59E-07,3.56E-13,6.17E-05,6.30E-05,4.37E-08,0.8243968,2.55E-13,2.35E-06,5.052904,0.1026007,5.47E-28,2.537395,9.85E-19,2.378024,3.396924,0.08378824
0.8982194,2.027498,-3.40033,0.09094649,4.98E-11,0.006048714,0.6539247,1.95E-16,3.37E-21,2.00E-05,0.000339385,0.000162723,0.6814923,6.11E-12,2.89E-11,5.691642,0.09074588,5.67E-21,3.230733,7.60E-18,2.516236,3.231118,0.05653352
0.8469687,2.768861,-3.964786,0.09253763,1.79E-11,0.000184132,0.5338456,0.107172,2.58E-13,0.00288011,5.92E-06,0.02318709,0.9882612,1.18E-05,1.96E-15,8.835842,0.1108715,7.22E-21,2.320587,2.17E-07,1.876736,4.240091,0.1350363
1.046884,2.846162,-3.484899,0.08936798,0.008867706,0.000204788,0.6360815,1.94E-09,6.08E-10,0.001084897,0.5194349,0.0207226,0.6948048,2.88E-07,5.79E-05,4.456012,0.09522103,2.40E-34,3.956345,1.75E-07,3.561141,2.591502,0.03082717
0.7400234,3.069471,-3.348145,0.06211776,5.32E-13,5.67E-07,0.6392227,0.001072182,2.05E-08,0.005851651,0.000462329,0.000490702,0.7795505,1.93E-05,3.62E-11,6.505631,0.08355386,9.35E-38,3.678544,1.03E-08,1.521063,4.614536,0.1284201
0.8045364,2.779214,-3.397513,0.06466347,1.08E-06,3.62E-07,0.6422254,0.006153188,5.94E-08,0.000255095,0.000379082,0.0014316,0.7811542,4.68E-06,9.63E-14,5.689461,0.0867692,1.18E-40,4.133062,2.66E-06,1.729195,4.788901,0.06298517
0.7095149,2.515191,-3.70326,0.1234636,0.000379994,0.002571929,0.5364416,0.01665516,5.26E-06,0.002350806,0.09695187,0.000186237,0.7890773,1.94E-19,5.32E-16,5.179989,0.1012662,1.89E-14,2.484477,5.67E-07,2.840327,5.305549,0.07833387
1.435182,3.535003,-3.757989,0.06963127,5.91E-05,0.002590144,0.7225223,0.000743931,2.56E-06,0.003277811,7.13E-05,9.63E-05,0.7293529,1.00E-17,0.00356246,6.220729,0.1019191,1.52E-12,3.512421,5.60E-06,2.445204,2.534231,0.06302836
1.200781,1.751689,-4.626686,0.1132844,5.22E-06,0.0046033,0.5306206,7.78E-13,2.19E-16,0.000227569,0.001060319,0.02482619,0.8078978,0.1555156,1.87E-06,6.272954,0.07973351,1.54E-07,3.129208,0.001318311,3.58502,3.574246,0.1179999
0.7361338,2.883247,-3.063742,0.07341214,5.40E-12,0.005279532,0.659659,1.11E-12,3.67E-07,0.000624786,0.003036562,0.02654478,0.963965,0.04849281,1.18E-05,5.400907,0.1340193,6.56E-17,3.25417,0.007834465,2.128925,3.072197,0.0484339
1.307758,2.31568,-4.424337,0.1053046,0.001782194,0.000382319,0.5526326,0.03556618,3.96E-07,0.00090686,0.006458999,0.005064018,0.7654257,0.0849537,3.52E-07,7.002141,0.07159996,3.63E-22,2.890356,0.006453933,2.562913,3.389396,0.05079022
0.7216289,3.268184,-3.483579,0.07779057,0.000410004,0.000523122,0.6806194,1.44E-06,3.67E-07,0.002825133,0.02360026,0.008482848,0.9031613,0.05509529,3.16E-12,5.035213,0.138869,1.33E-22,3.090485,0.005077135,2.066098,3.063802,0.09770828
0.7853761,2.214317,-3.499082,0.1026494,0.002378543,0.006833213,0.6009944,0.00018641,9.05E-07,6.80E-05,0.1562953,3.36E-05,0.5797432,0.01753265,5.48E-28,5.288175,0.09683875,8.96E-11,3.390691,7.01E-05,2.527635,2.98391,0.1250951
0.8122578,2.41258,-3.624854,0.1110662,0.0159363,0.005836058,0.6298788,0.04047449,0.000165143,0.000269005,0.2415149,4.24E-06,0.5985728,0.0902107,8.33E-36,5.098303,0.09112568,1.22E-05,3.43463,0.02926879,2.526112,3.130509,0.08994897
0.8838357,2.528535,-4.080228,0.09571579,1.76E-05,0.007426502,0.5888923,9.68E-09,5.60E-05,0.000421309,0.1591261,0.000336816,0.6744154,8.44E-05,3.58E-42,5.543056,0.08816951,0.6310691,2.931432,7.93E-05,2.828109,3.0071,0.04297287
0.7636137,1.282887,-4.898228,0.06589369,6.03E-12,0.002133497,0.6988105,4.68E-16,1.79E-07,0.002731398,0.04534008,0.007425914,0.6233075,8.31E-08,3.42E-40,5.087652,0.07923447,0.07933146,2.500372,3.47E-05,2.833718,2.811231,0.01882948
0.790936,2.163886,-4.144179,0.09092355,1.76E-11,0.007817511,0.5106688,2.90E-05,0.000987225,0.002673725,0.04575093,1.11E-05,0.7320266,0.000104135,3.40E-11,4.724032,0.07854932,0.8449928,2.58316,3.18E-07,2.790161,2.69922,0.01661864
1.077772,2.193514,-3.873816,0.0949078,4.05E-08,0.004086029,0.6911715,0.000394599,6.88E-05,0.0144451,0.06063536,6.30E-06,1.008598,2.49E-18,1.77E-08,8.125667,0.1234642,0.6548431,3.666953,1.60E-10,2.037503,3.835721,0.1455342
0.9570625,2.607082,-3.510609,0.08790014,0.01090112,0.02144579,0.753933,4.35E-13,5.44E-07,7.79E-05,0.4282918,0.000484068,0.906624,1.18E-13,8.26E-07,7.04665,0.1139299,0.5536897,3.647283,3.50E-11,2.572405,3.800181,0.1035034
0.9772939,1.988887,-4.421383,0.1072561,1.97E-05,1.20E-05,0.5511039,5.22E-05,6.30E-06,0.003858425,0.01052022,0.03316681,0.648936,9.36E-08,4.22E-05,6.383773,0.09813691,0.5897962,2.946672,7.93E-18,1.855717,3.42351,0.1197905
1.095118,3.183792,-3.930516,0.1044552,0.003552355,1.32E-05,0.5811284,2.90E-14,0.03163754,0.001082632,0.001815935,0.002527812,0.7182759,2.12E-07,1.14E-11,7.135704,0.09738682,0.613956,2.745497,4.49E-14,3.206434,3.342314,0.06518282
0.9464016,2.027137,-3.578237,0.1160339,0.000188151,2.35E-05,0.547622,0.000789667,3.62E-05,0.00215582,0.01259002,0.004308928,0.8357065,5.53E-07,5.01E-24,6.662319,0.09748017,0.07084911,2.869458,3.77E-09,3.565897,3.066065,0.03398808
0.9457068,2.09568,-3.660017,0.1178761,0.000247952,1.54E-05,0.5486612,0.000924871,3.12E-05,0.001843822,0.01392357,0.001035966,0.7629088,1.12E-09,3.89E-21,6.791529,0.09488754,0.5568552,2.904936,1.69E-09,3.330918,2.961563,0.03823485
1.061578,2.983026,-4.203256,0.1049881,7.07E-10,0.003619176,0.6333077,0.001689419,0.000370187,0.000341094,0.355121,9.14E-06,0.836176,2.29E-07,1.63E-19,6.426474,0.1090303,0.3655985,3.482723,7.66E-11,1.37477,3.358455,0.09211284
0.9503653,2.11208,-4.041877,0.07895299,3.88E-17,5.20E-06,0.555123,0.000446136,0.002423886,0.000196817,0.2068429,0.06840809,0.8844588,6.25E-08,1.09E-18,5.872042,0.09276246,0.3554663,2.789819,0.000628639,4.287251,3.042998,0.06263452
0.8288656,3.073061,-3.957871,0.1122532,1.06E-24,0.000823511,0.6301819,0.03430388,0.000246009,5.35E-06,0.2589269,1.08E-12,0.8077954,1.20E-09,2.48E-18,7.045811,0.1204501,0.355065,3.153272,0.000267427,1.988382,3.383906,0.08898005
1.053419,1.720825,-3.963245,0.07181405,4.56E-15,3.02E-07,0.53144,5.50E-32,0.000624554,6.50E-05,0.01152024,2.09E-07,0.8309352,1.57E-54,1.43E-14,5.483812,0.09053837,0.5729578,2.934575,1.11E-35,2.740981,3.125428,0.03990104
1.158243,2.067775,-4.790575,0.07563725,1.94E-12,2.10E-06,0.4856389,4.22E-17,4.79E-15,0.01076665,0.2318743,0.006515147,0.7994186,8.11E-56,1.35E-07,5.948884,0.106813,0.5676678,3.360425,4.30E-46,2.447257,3.386074,0.02214893
0.988906,2.315125,-4.317821,0.08262671,3.94E-21,0.01718228,0.5961839,1.82E-13,0.000169427,9.63E-07,0.05789404,0.000172873,0.9867223,7.63E-37,0.01434737,6.393315,0.130999,0.2183513,2.431829,8.69E-48,1.423588,2.622152,0.008113017
0.8670264,2.18164,-3.82229,0.09997953,9.70E-13,2.02E-05,0.6193464,3.56E-25,0.002133951,0.00156101,0.1015007,0.002433084,0.7493659,1.08E-15,0.01521979,6.019019,0.1027854,0.213709,3.166665,1.22E-59,3.464959,4.017838,0.2951208
0.9276005,2.353826,-4.397898,0.07253549,1.47E-13,0.000790824,0.6177472,3.50E-10,0.01713253,7.62E-05,0.002092561,0.003085892,0.86437,0.00010715,6.44E-06,6.410745,0.1073574,0.4520782,2.623812,1.69E-26,1.700266,2.242431,0.01296546
0.9238085,2.704924,-4.619955,0.06905727,1.15E-15,0.002356,0.6494194,7.08E-09,0.00161408,2.09E-05,0.007704147,0.03599902,0.9171632,0.01501585,1.21E-14,6.711233,0.1093054,0.4972278,2.854087,8.50E-25,1.802717,2.632201,0.01424264
0.9511462,2.988469,-3.955545,0.1194777,4.14E-11,3.42E-07,0.607421,1.30E-08,9.18E-06,0.007864805,0.3904215,0.01102637,0.8483822,0.00377679,1.12E-12,5.276592,0.101939,0.4049941,2.862013,8.36E-14,3.454386,3.911931,0.08949966
0.9207239,2.226879,-3.917453,0.06649772,4.96E-13,9.81E-05,0.5946593,2.33E-05,1.18E-05,0.006251406,0.002349715,0.01286051,1.013272,3.52E-05,0.000222021,7.566626,0.09523952,0.2909424,3.403337,0.02378976,1.835842,2.897474,0.04509773
0.8693957,2.445776,-3.994723,0.03649406,8.45E-09,0.01917312,0.5529743,9.84E-15,7.05E-06,0.000991388,0.02195523,0.000553184,0.661488,1.37E-05,0.000402847,5.762143,0.09685131,0.4804698,2.466423,3.00E-21,2.330706,3.733455,0.06695119
0.9239222,2.338962,-4.082942,0.06143902,1.73E-26,0.000112687,0.6272282,3.72E-07,1.07E-05,1.33E-06,0.09591604,0.04691722,1.065547,0.000621223,9.16E-07,8.790312,0.09258019,0.232975,3.96146,5.36E-21,2.343453,3.444641,0.05218732
1.162775,2.131037,-4.454953,0.06031725,1.75E-22,4.86E-07,0.527754,2.63E-09,5.83E-06,0.000770996,0.000157421,1.37E-05,0.8807952,0.03726998,0.008380424,6.630605,0.09405405,0.3991908,3.152598,1.94E-23,2.036317,3.831378,0.09493108
0.7683623,2.534331,-3.5451,0.1336786,0.000435228,0.01778877,0.6824147,2.99E-14,2.74E-10,0.003384982,2.16E-05,0.02274182,0.8218822,0.02687833,3.91E-09,5.689939,0.1084877,0.06766663,3.038265,1.40E-09,2.472037,2.638187,0.05094403
1.011975,2.11779,-4.500788,0.06059269,3.72E-06,0.000393934,0.4926064,1.40E-13,2.26E-25,0.001854581,0.000771988,0.02330661,0.8758742,0.01239649,2.71E-09,7.786754,0.09768354,0.9212294,2.905647,3.28E-07,2.375818,4.091777,0.08842661
0.8069659,2.779335,-3.405569,0.1182517,0.006432134,8.27E-06,0.6650879,0.002920164,1.04E-13,0.01242791,0.000144846,0.01786565,0.7285421,0.1210743,4.77E-12,4.774264,0.1062982,0.5381777,3.299909,2.80E-20,2.399416,2.637692,0.02643183
1.129244,2.469786,-5.089239,0.07009615,0.0102686,4.42E-05,0.5375466,5.90E-24,0.006495724,0.001481927,0.02999342,0.003127556,0.8598187,0.03995084,4.18E-15,7.140712,0.09855661,0.4855559,2.689433,3.37E-28,2.245915,3.990272,0.1088759
0.787834,2.808037,-3.415201,0.1108008,3.37E-07,0.004750449,0.6335663,2.40E-22,0.00179428,0.008029443,0.02322266,0.000751755,0.7706161,5.84E-06,7.92E-18,5.023695,0.111878,0.1692322,3.396909,4.67E-10,2.053223,2.517298,0.04767555
1.031808,2.266326,-3.902672,0.06855082,8.13E-11,0.003043825,0.5891177,0.000271853,0.001236509,0.000234705,0.1391689,0.001049421,0.76835,6.19E-05,2.46E-16,7.054825,0.09773524,0.05702697,2.653594,7.23E-08,2.993454,3.677367,0.1208799
0.7893649,2.833938,-3.574139,0.1220164,0.006858301,0.000211238,0.5879507,3.89E-09,3.42E-12,0.006501732,0.1148125,0.001576645,0.8675614,1.50E-12,3.48E-15,5.254379,0.099536,1.010546,3.540931,1.17E-16,2.170491,2.85959,0.0336352
0.8511328,2.220533,-3.536898,0.1114619,0.000507403,0.000667595,0.6798627,3.02E-09,8.24E-16,0.005769819,0.01563175,0.001981703,0.9544941,7.65E-14,3.13E-10,5.10656,0.1044897,0.05293469,3.118762,1.18E-10,1.995493,2.549703,0.02524946
1.068476,2.852781,-3.403153,0.06502088,4.37E-08,0.000784493,0.6013813,8.75E-13,1.99E-06,0.001663712,0.001554425,0.000189243,0.7773858,9.39E-08,2.40E-10,6.96298,0.117597,0.01712947,2.69891,1.04E-07,1.952109,3.776998,0.06691796
1.020944,2.126678,-3.64869,0.07902794,6.05E-10,0.01829398,0.7023082,2.53E-07,0.04374841,0.004895289,0.09311831,0.01242378,0.8808492,3.54E-13,8.23E-08,6.023443,0.1229058,0.04545621,2.793608,6.44E-12,3.190243,3.753385,0.127179
0.8240908,2.594171,-3.735375,0.07910992,3.51E-20,4.03E-05,0.7021955,4.07E-08,4.60E-07,0.000301047,0.03842173,0.004340182,0.6894043,1.13E-15,4.05E-08,5.598673,0.1142987,0.1378976,2.584663,1.33E-07,2.536738,2.810292,0.06958938
1.057653,1.840691,-4.250344,0.10427,8.10E-42,0.000436546,0.4760848,9.54E-10,3.14E-07,0.000436218,0.07518931,0.002459549,0.8894926,2.94E-31,2.71E-08,6.671733,0.09358993,0.215561,3.659746,1.97E-30,2.453825,3.800523,0.09177398
1.041085,1.836393,-4.621469,0.09458756,3.62E-42,3.07E-05,0.3908866,0.000163286,0.005765127,0.01257686,0.0269393,0.02913286,1.124707,2.95E-08,2.30E-09,5.673671,0.1020794,0.3135521,2.991267,5.07E-29,2.280585,3.811885,0.06405606
0.8576773,2.27013,-3.664205,0.07605304,1.56E-28,1.34E-05,0.5659308,0.01417957,0.0019602,0.000258644,0.02893268,0.001179283,0.9565696,0.001322028,0.002233101,6.072502,0.1112187,0.6290092,3.096664,3.18E-10,2.843114,2.773044,0.06655156
0.8644723,2.223396,-3.150032,0.06460946,1.43E-26,1.17E-06,0.6575981,1.29E-06,3.59E-06,0.008200744,0.1441963,0.02156925,0.6270809,1.08E-05,3.41E-34,6.361273,0.09418171,0.1239633,2.752511,1.18E-05,2.508835,2.938993,0.08543707
0.9172605,1.887367,-3.258911,0.07267059,1.12E-26,2.63E-06,0.6719761,0.05063042,4.76E-06,0.001690019,0.1845124,0.01052828,0.7344014,0.001124838,2.48E-29,6.139476,0.08699624,0.07231123,2.752176,0.01497708,2.940125,2.839056,0.1249476
0.9259156,2.486609,-4.176351,0.1057995,4.84E-26,9.79E-07,0.576218,6.41E-09,8.92E-06,3.33E-07,6.16E-05,0.002602886,0.7867965,0.000244358,3.66E-19,4.707903,0.1015062,0.2781037,2.945431,2.15E-05,2.141921,3.15124,0.05023008
0.9256465,2.418797,-4.347154,0.1102615,2.35E-27,3.99E-07,0.5746562,9.16E-10,8.73E-05,5.20E-07,7.28E-05,0.001561651,0.8029672,0.043945,1.94E-15,4.48276,0.1038165,0.340486,2.875381,5.34E-05,2.178071,3.282819,0.04564593
0.9562203,1.958681,-3.743478,0.06982005,3.48E-10,0.001183609,0.6011523,7.89E-29,2.49E-05,3.08E-05,0.004692353,0.003620967,0.8541799,0.02076874,1.00E-14,8.172668,0.1050348,0.07295184,3.270396,1.44E-06,2.337487,3.273495,0.0842515
1.017836,1.961119,-3.728098,0.0924531,1.23E-07,0.006360043,0.6485298,5.22E-28,0.03669208,6.27E-05,0.01029984,0.000513424,0.9089172,0.02252124,0.006623951,7.354451,0.1131975,0.09631415,3.228263,0.01438711,2.113826,2.971211,0.04830562
0.9959925,2.094512,-4.353184,0.1035987,3.38E-05,0.004840365,0.7376024,3.64E-24,2.02E-06,0.000198494,0.06774085,0.001930837,0.8388506,3.38E-09,2.61E-06,6.629937,0.1034408,0.1156499,3.092146,3.99E-06,1.461612,2.490968,0.04669
0.9450776,2.198667,-4.506338,0.1161373,8.44E-08,0.004067594,0.7890166,3.79E-28,1.62E-16,0.000113982,0.08404198,0.000383778,0.9099584,6.37E-15,2.25E-07,6.326893,0.1029483,0.5286317,3.113939,3.24E-07,1.949649,2.52279,0.04116776
1.174171,2.892101,-2.913359,0.09620961,3.29E-05,0.002840597,0.486905,1.80E-24,8.57E-05,1.41E-08,0.003053825,0.006448842,0.8142917,0.2696455,0.002329198,7.03125,0.08201471,0.000427209,3.170324,2.20E-11,2.367862,3.819416,0.1091679
1.174868,2.232964,-3.364502,0.1119439,1.23E-06,0.002478946,0.6190259,7.87E-10,5.62E-11,2.50E-05,0.4110271,0.006181717,0.6405426,1.60E-10,9.66E-05,6.204724,0.09387975,0.01283496,3.571803,2.31E-16,2.864117,3.345534,0.06273711
0.8675665,2.066442,-4.634677,0.08061369,4.35E-07,0.001179967,0.5374382,2.50E-11,4.24E-19,5.14E-07,0.000981072,0.05066329,1.019133,1.10E-07,0.001360425,5.768356,0.1197445,0.02480525,2.565619,1.46E-05,1.702025,2.754426,0.08829083
1.002092,2.339702,-3.572361,0.08520504,1.72E-15,0.000447279,0.5492619,8.89E-08,5.14E-10,2.08E-05,0.02429671,7.25E-05,0.8938474,1.21E-10,0.000730965,5.852662,0.1022807,0.007740195,2.367628,0.000405478,1.69798,4.065821,0.1489655
0.9779417,2.607838,-4.071175,0.1445241,7.55E-18,0.000258836,0.4507002,6.35E-10,6.64E-25,0.00249925,2.48E-07,0.02183709,0.7443452,4.22E-23,0.000378146,5.811098,0.1144327,0.04934506,3.352043,0.000454362,2.391444,2.229656,0.0372128
0.9290769,2.015818,-3.697847,0.08113949,1.10E-26,0.001324551,0.6066892,5.27E-17,2.15E-10,0.001640513,7.13E-06,0.001748491,0.7236903,4.77E-07,0.000727191,6.760703,0.1442707,0.02676803,2.779925,5.08E-25,1.753224,4.069894,0.06950927
0.88773,3.006065,-4.035369,0.09870339,9.53E-11,0.002221845,0.5603479,5.09E-23,2.13E-06,5.32E-09,0.000345312,0.00192779,0.9595098,6.06E-12,2.57E-06,5.517072,0.07285249,0.09966,3.518385,3.32E-15,2.844857,2.55751,0.05732049
0.9936024,3.142813,-3.145069,0.1161281,3.77E-09,0.005422879,0.5516344,5.63E-10,1.83E-07,5.79E-06,0.005789453,0.000128347,0.939959,0.00791408,2.69E-16,5.622517,0.1107806,0.3988293,5.486977,0.08372834,2.497097,3.128223,0.05810955
0.8366486,1.674466,-5.908846,0.07297962,7.88E-14,0.002024891,0.6675465,6.52E-09,1.04E-06,0.01217641,0.3742123,0.001023734,0.6534892,0.03110879,1.38E-08,6.434787,0.09379305,0.3065335,1.926997,0.01766048,1.846462,3.507953,0.1041201
1.022326,3.331808,-2.895917,0.1130893,5.57E-19,0.001343872,0.5179452,7.09E-09,2.42E-06,4.06E-07,0.0346606,0.000721353,1.057713,0.003487441,0.01417322,5.79549,0.1157637,0.157452,4.784494,0.003814766,2.805853,2.99498,0.02200007
1.228185,3.001074,-4.552444,0.07854774,6.49E-17,9.91E-05,0.7156538,3.90E-16,2.70E-08,0.01963316,0.1248162,0.005869418,0.9231848,0.02980228,3.58E-06,4.635483,0.09341745,0.2189637,3.766542,5.73E-06,2.167197,3.359084,0.1017243
0.7232194,2.013427,-3.417604,0.1025089,1.13E-14,0.001218026,0.4559355,1.48E-13,4.06E-09,0.001745101,0.01205319,0.003054708,0.8278842,0.01077577,2.14E-16,8.404719,0.1155876,0.5839603,2.198498,8.53E-06,2.508389,3.326785,0.07117474
0.694537,2.68176,-3.643786,0.1126558,9.29E-09,0.000502827,0.5302525,1.33E-15,9.99E-08,0.005020564,0.00018064,0.02120122,0.9088744,4.46E-08,1.09E-16,8.861886,0.09270731,0.5469275,2.481672,0.0614267,2.364465,3.803067,0.04182381
0.8447628,2.126617,-4.166539,0.1162788,2.50E-12,0.007761702,0.6697913,2.29E-05,3.87E-10,0.001738055,0.5922308,0.000886138,0.9171448,1.23E-12,2.27E-19,6.842217,0.1083347,0.2311333,2.945963,5.06E-16,2.149766,3.117198,0.08955474
1.021851,2.264578,-3.621107,0.07198795,4.60E-18,0.000298915,0.5258739,7.16E-05,0.000621879,0.002889591,1.11E-06,0.000135392,0.7824328,2.11E-18,4.97E-17,5.401014,0.09077933,0.3093795,2.961107,2.82E-16,2.387926,3.273467,0.07064038
1.111159,2.064253,-3.808643,0.09945475,2.14E-21,0.000549114,0.5729268,0.000229811,0.01022777,0.000533695,1.12E-05,0.000848604,0.8240489,9.65E-19,2.26E-27,5.529774,0.08580792,0.1357119,3.081119,2.50E-15,2.363162,3.312496,0.1537574
1.179783,1.888224,-4.049416,0.0842792,3.65E-22,0.00052419,0.6426127,0.00270187,0.003178722,0.00066572,2.67E-05,0.008579875,0.8195417,1.42E-16,4.79E-26,5.818859,0.08145181,0.3481888,2.717133,3.33E-10,2.246763,3.298867,0.1957273
1.130386,1.975808,-4.156804,0.07585723,8.02E-20,0.003142836,0.6566949,1.03E-11,0.000117783,0.001279766,0.000107094,0.01678918,0.6674389,1.36E-19,9.75E-21,6.152719,0.08225997,0.2760113,2.910263,1.05E-09,2.5649,3.400068,0.1014335
0.9801536,2.50825,-3.52753,0.1006031,0.000836786,0.003681989,0.5503756,1.44E-11,2.09E-25,0.001970482,0.4662097,0.000133306,1.012972,0.3542689,8.65E-09,5.759962,0.09412299,0.6487639,2.633034,1.44E-07,2.041123,2.95835,0.05571472
0.8953239,2.268607,-4.201769,0.08262466,0.000129244,8.69E-05,0.6775123,5.94E-24,1.08E-05,0.007721201,0.000479151,0.000478297,0.820345,0.08552724,8.55E-20,6.414176,0.1117131,0.9843817,3.432632,8.78E-06,2.210316,3.589599,0.03670791
0.9824762,2.193022,-3.923635,0.07933036,1.34E-07,1.17E-06,0.5184963,1.43E-12,0.001440082,0.000537856,0.000146624,0.000690413,0.9116797,0.05344848,1.87E-09,6.112827,0.121011,0.1056587,2.607385,4.18E-06,2.92454,2.829255,0.09981653
0.9478737,3.460028,-4.125392,0.0960622,1.62E-10,3.14E-06,0.6081305,9.92E-08,6.16E-10,0.000915234,0.001178311,0.000505038,0.9134378,8.21E-08,2.77E-11,7.172159,0.09879313,1.044545,2.770749,2.97E-05,2.515973,4.196913,0.02590843
0.7930376,1.643665,-3.328961,0.06556295,5.50E-18,0.01152176,0.5009788,8.71E-13,0.000306496,0.003779055,0.004652573,1.61E-07,0.7811895,0.2087315,1.47E-11,7.159122,0.113915,0.1064594,2.27518,7.72E-05,2.072927,2.797969,0.08174249
0.9710185,2.601058,-4.221955,0.09451503,2.80E-26,0.000276233,0.5572779,5.17E-05,0.01985313,0.000138055,0.3547287,1.61E-06,0.8534219,6.79E-15,3.06E-06,7.152338,0.08340981,0.1264957,2.812224,5.59E-09,2.453364,2.872579,0.06034234
1.06186,2.330047,-3.771223,0.1280616,1.25E-10,0.000421367,0.5306796,6.37E-05,1.27E-06,0.005276494,0.01614386,4.54E-08,0.6738736,3.48E-05,5.65E-06,4.690399,0.1704134,0.09723195,4.343208,1.61E-09,1.91353,3.62148,0.05132647
1.009659,3.082627,-3.488683,0.1205443,4.79E-11,0.000189829,0.5603191,3.03E-11,7.34E-11,0.002733372,0.05644398,2.41E-07,0.6842918,2.89E-09,5.66E-05,4.719618,0.1542877,0.0472795,4.00222,2.42E-10,1.941223,3.48917,0.04774165
0.8579459,2.345358,-3.990567,0.05466282,1.47E-08,0.003462501,0.6082773,7.98E-10,6.20E-16,0.003565172,0.000141634,0.001284066,0.9871355,1.06E-07,1.87E-12,8.343764,0.06152447,0.6915816,2.318087,1.04E-11,2.645825,2.882654,0.09087631
1.109608,1.859389,-3.956113,0.09511858,8.06E-08,0.000345138,0.5117958,1.87E-20,8.07E-05,0.00018506,6.50E-06,0.002457999,0.881695,0.001809351,3.79E-21,4.569608,0.1292364,0.2988294,3.222711,1.70E-07,1.469764,3.874987,0.02071047
1.006142,2.585897,-3.854851,0.07585719,1.16E-06,0.02505429,0.6097108,2.93E-16,0.0129837,0.001457964,9.09E-07,0.00524122,1.042084,0.000298417,1.48E-10,6.038939,0.1092264,0.422594,3.259196,2.47E-09,1.529874,3.64248,0.02761852
0.8191181,2.026391,-4.251661,0.0679533,5.13E-16,5.01E-05,0.5530098,0.000521841,1.53E-27,0.002071818,8.62E-08,0.01999566,0.833159,0.001261246,2.80E-10,6.973855,0.1122653,0.183462,3.454884,2.72E-06,2.383413,4.592975,0.230868
0.9000557,2.103618,-4.266513,0.06534082,5.00E-16,8.30E-05,0.5458165,0.000699518,5.49E-34,3.96E-05,1.04E-08,7.40E-05,0.7735911,0.001570982,5.65E-10,8.153092,0.09684254,0.5790741,2.652511,7.07E-09,2.207226,4.861353,0.08064447
0.8493167,2.056254,-3.835362,0.08222498,0.000583527,0.01766101,0.5575704,7.69E-05,4.95E-17,7.24E-09,0.000125063,0.007657686,0.6573046,2.28E-11,8.87E-10,6.014909,0.1030909,0.2061996,2.950426,3.77E-11,1.256202,2.373881,0.1012782
0.9824418,3.853065,-3.971372,0.1044842,1.38E-11,0.000200535,0.6586639,3.77E-06,5.65E-05,8.44E-08,0.00202526,0.00129656,1.122545,1.41E-09,6.48E-14,6.37747,0.1041277,0.1944181,2.923591,2.68E-13,3.831183,4.786138,0.03973385
1.365149,2.813994,-4.619629,0.08842518,1.57E-28,0.005394159,0.7838655,2.19E-07,0.000169974,2.59E-07,8.78E-05,0.02559438,0.8158742,4.27E-06,1.45E-10,6.057592,0.1055894,0.7810311,2.565277,2.84E-13,2.678109,3.265941,0.07338157
0.8693436,2.953491,-4.118783,0.07023799,3.88E-09,0.004933325,0.4368888,0.05092457,7.38E-05,1.05E-07,0.000637851,0.00238574,0.6714953,4.47E-28,2.54E-09,6.014167,0.09591582,0.145358,2.969318,4.35E-08,2.263259,3.408533,0.115931
1.055275,1.85224,-3.353052,0.1204556,9.45E-05,0.000117761,0.8270202,6.89E-13,8.78E-06,5.78E-05,0.329033,0.00328563,1.071644,2.08E-27,0.000952995,6.3515,0.1119718,0.003298369,3.193366,7.26E-12,2.409518,3.04107,0.03079101
0.9672619,2.442504,-3.517766,0.09306969,0.000169695,0.001431904,0.8053185,9.26E-13,0.04960471,1.90E-05,0.08191816,0.003394809,1.05724,8.44E-20,5.14E-05,6.089031,0.1084131,1.93E-11,2.880149,1.26E-13,2.185439,3.370234,0.03183891
0.9921587,2.574383,-3.054089,0.08702973,2.08E-06,0.00604764,0.8569853,8.22E-06,1.79E-06,1.27E-05,0.01742195,0.02660281,0.9725138,6.07E-31,0.000578365,6.071348,0.1009244,6.04E-11,2.709365,2.10E-14,2.205505,3.438279,0.04330073
0.8271475,2.225852,-3.581879,0.1017642,3.22E-07,0.005522042,0.4560359,2.86E-05,0.000566978,3.98E-06,0.000937192,0.009864195,1.079453,0.000127548,0.002065419,5.650593,0.1002247,2.76E-06,3.067027,3.19E-05,2.544069,2.887935,0.04337429
1.169268,3.105091,-3.297169,0.0774095,3.02E-05,0.000175737,0.7579993,0.002418198,9.53E-06,0.000517814,0.03594039,0.0183557,0.6565293,0.000333336,0.007587618,7.203059,0.1026944,0.000105531,3.234892,0.000744338,1.818445,3.263635,0.07261778
