phi,beta,p10,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20]
0.981725365,2.562238291,-2.942971845,0.115084059,0.001000519,8.96E-05,0.609006317,6.64E-21,1.24E-05,3.35E-05,0.005023012,0.000836812,0.931987948,9.19E-13,9.26E-36,5.946282861,0.114471508,1.17E-05,2.847118745,0.000400807,1.79537377,4.235797108,0.033441528
0.950098515,2.474431702,-3.932298672,0.090804208,7.35E-20,0.002157845,0.538709285,2.70E-12,1.11E-05,0.002396271,0.285557251,0.011321752,0.617385107,2.12E-10,2.77E-13,5.871486929,0.09116624,3.65E-06,2.702267793,0.001885803,2.362556219,4.260465838,0.034106439
0.780916626,1.894746985,-3.827822083,0.088210255,6.56E-19,0.00540958,0.493058759,2.13E-13,1.39E-06,0.001230781,0.044010174,0.003832753,0.780668568,1.88E-15,6.75E-06,5.213253816,0.090925845,1.24E-07,3.243865363,0.001693302,1.775321226,3.654949371,0.028190553
1.073871036,3.09154104,-3.141076124,0.100354715,0.000195898,0.000268419,0.844816231,5.98E-16,2.08E-11,0.0002698,0.03128504,0.00881455,0.802331475,2.25E-08,2.98E-20,7.187028973,0.108717207,1.50E-08,2.220295942,0.000186317,2.512445468,2.919682079,0.039378514
1.018441232,2.847411832,-3.290976022,0.125802474,1.64E-06,5.31E-05,0.779971782,4.61E-14,2.78E-12,0.003161783,0.005742021,0.023587586,0.863267827,3.70E-09,2.15E-18,6.980703129,0.140937281,2.25E-06,2.047390525,7.34E-11,2.35139674,3.060929039,0.026737882
1.141436351,2.948458284,-3.599288321,0.141712297,2.44E-13,4.43E-05,0.757555125,3.59E-14,1.36E-10,0.01230696,0.005620469,0.001257137,0.838077489,8.66E-12,1.37E-21,8.003143853,0.106827899,3.17E-07,1.939941601,9.15E-06,2.621032961,2.630133051,0.017228655
0.594946635,1.664916579,-3.396143946,0.070393764,3.48E-09,0.020117889,0.629368021,1.07E-08,4.46E-09,5.47E-05,0.210641156,0.014724614,0.78338267,8.64E-10,0.031364513,4.606015637,0.092292888,1.28E-07,2.624401433,3.57E-05,1.801252406,3.662915076,0.010249039
0.599989603,1.663136281,-3.429587213,0.069754556,2.06E-08,0.007360718,0.628970968,5.56E-07,7.61E-09,7.80E-05,0.065366356,0.015474613,0.774252584,1.34E-10,2.96E-06,4.702473868,0.090752022,6.39E-08,2.629069357,0.000228426,1.747593168,3.72370476,0.011380897
0.571207192,1.811532614,-3.185783969,0.090102263,1.75E-05,0.002281655,0.558371212,0.001022797,0.00361131,0.000804946,0.065677445,0.02559596,0.838068312,1.58E-05,0.008521357,4.830807033,0.11161781,9.86E-09,2.403893025,3.65E-05,1.485540836,3.370046565,0.009173583
0.623751259,2.76836161,-3.284134143,0.07928404,0.000333029,0.008166429,0.547040489,0.001300164,5.26E-06,0.001190895,0.065385661,0.003120522,0.774520186,1.48E-11,2.29E-09,4.754331798,0.132775927,6.81E-09,2.550023161,8.10E-05,2.056582005,3.470643445,0.003747381
0.829765067,1.684192467,-3.704072587,0.060264762,5.42E-06,0.001152813,0.570310893,6.08E-08,1.33E-05,0.002820567,0.079972457,0.013389444,0.874662027,5.33E-10,0.010639678,4.213074936,0.097867131,4.35E-08,2.026526148,2.09E-18,2.195053261,2.460618763,0.008412421
0.846892118,2.139886665,-3.359791119,0.060184336,0.005456794,0.001081407,0.637393009,0.036587557,0.01556797,0.010148453,0.059849886,0.019226249,0.825709961,3.37E-12,8.46E-09,4.413747946,0.084081417,1.17E-07,1.995990006,3.07E-10,2.175046601,2.545729244,0.015299766
1.006664708,2.683306219,-3.090577464,0.104254482,0.006481556,0.007963557,0.444638812,2.57E-10,3.79E-05,0.000286035,0.025489527,0.000705592,1.049206894,1.90E-05,0.007204948,4.750786364,0.114056966,6.60E-11,2.891475957,1.41E-17,2.65497703,3.397883292,0.127611996
1.065094157,2.90495841,-3.187402057,0.100241367,0.000503263,0.000354791,0.45728339,1.72E-14,0.000914947,2.44E-06,4.97E-05,0.050904424,0.883387262,5.02E-12,5.83E-06,6.213476417,0.119105724,1.22E-16,3.278228967,3.00E-11,2.29936387,3.245632082,0.127816121
0.852834391,2.079009765,-3.919806037,0.085317329,0.000383374,0.000361283,0.79369577,1.79E-14,0.001990628,0.024160043,0.033249205,1.40E-05,0.827124046,3.15E-11,8.37E-06,6.526653631,0.104111347,2.39E-08,2.948179863,1.02E-06,3.081520289,3.080815161,0.073501173
1.007278563,3.336904271,-3.301217642,0.100310704,5.10E-10,3.74E-06,0.459498706,9.37E-25,5.33E-05,6.30E-07,0.036280667,0.001580854,0.885294296,4.61E-12,0.001387027,5.261651301,0.100839525,8.21E-08,3.266759753,2.82E-15,1.797291733,3.394762822,0.043703236
0.887513345,1.468818671,-3.56856336,0.102998791,3.23E-05,4.36E-07,0.53246933,1.71E-18,3.82E-27,8.37E-06,0.110817893,0.002479964,0.669841396,2.04E-09,0.000727154,6.203566533,0.119193057,4.74E-05,2.720020922,2.25E-14,1.804749174,3.699633895,0.068110537
0.908148236,2.038718665,-3.837204177,0.139990746,2.15E-12,2.24E-08,0.55335353,1.98E-20,5.48E-24,0.000162644,0.059351178,0.002897507,0.79243063,7.83E-15,0.000183101,6.780817655,0.104564358,2.23E-05,2.486536547,0.029806546,2.346606746,3.170874369,0.04202033
0.87715437,2.221255712,-3.503556216,0.032566464,4.06E-12,3.25E-14,0.591708068,4.56E-08,3.69E-17,1.85E-06,0.043906363,0.014421354,0.479378185,0.126899511,0.000127823,8.100450986,0.103323617,7.13E-08,2.797987415,0.000636738,1.940525751,3.439044176,0.035757326
0.790680542,2.370703751,-3.595872926,0.041760988,5.97E-05,2.57E-13,0.615122263,2.03E-10,1.45E-18,2.57E-07,0.088751583,0.006840521,0.588728876,0.000135504,0.001192405,7.22707848,0.11416777,2.03E-07,2.519113888,8.53E-06,2.633004886,4.284053276,0.018363464
0.781600999,2.752209502,-3.568472732,0.043921033,1.22E-14,5.22E-14,0.612633279,2.87E-10,0.123635194,1.02E-05,0.149910856,0.002235444,0.74255228,1.63E-08,0.000662059,6.379559151,0.106912526,3.92E-08,2.66370249,0.001163054,2.636206432,3.431492905,0.00722936
0.801152344,2.406062283,-3.759080337,0.062241703,4.82E-10,6.75E-13,0.555850264,3.71E-14,1.55E-09,8.22E-06,0.109590751,0.035796119,0.784334884,5.59E-15,1.55E-10,6.929274551,0.107463038,7.45E-08,2.951884717,0.013273694,3.216821996,3.17213132,0.010929479
0.967545911,2.600758295,-3.24532897,0.133654885,1.65E-13,5.54E-10,0.648353692,0.016826063,1.51E-08,0.001009381,0.179440609,0.000122324,0.841631291,9.66E-14,1.31E-21,6.676475112,0.098344019,6.01E-13,2.959548034,2.15E-05,2.262130179,3.444354691,0.255011372
0.912643503,2.782504135,-3.701936781,0.061243562,7.98E-10,0.051515099,0.508951951,3.39E-16,5.22E-11,0.005412899,0.039506727,0.000228778,0.730413508,1.23E-08,8.19E-10,5.561318628,0.11391423,6.41E-14,3.679763098,2.53E-05,2.969476777,3.232797202,0.006360101
0.958462985,3.00597139,-3.256909506,0.107645337,0.000386584,1.03E-05,0.599024684,3.10E-15,1.09E-32,0.000255611,0.093636396,0.001961406,0.711625359,0.001453442,2.74E-13,4.531120937,0.105884788,2.33E-12,2.981748163,3.57E-11,2.125509478,2.735666808,0.020082398
0.910796549,2.824058408,-2.85716818,0.088846696,0.000383441,5.24E-05,0.570536072,3.56E-12,1.94E-38,0.002102794,0.146604545,0.004364853,0.654918528,0.071651315,1.79E-11,4.387973959,0.11773163,9.75E-12,2.687435551,9.24E-23,2.660147481,2.943980441,0.067012852
0.847014359,2.63012091,-3.421122156,0.105213347,1.76E-06,0.000922627,0.590554944,1.91E-19,2.18E-24,0.006636326,0.0038426,3.50E-05,0.685831011,0.000163956,0.002450734,4.712820042,0.119197406,2.65E-12,3.378791832,2.16E-36,5.180595542,2.756257634,0.027497706
0.945934545,1.998793779,-3.649714067,0.072135739,3.30E-11,0.00020986,0.491658839,1.21E-19,4.18E-10,0.000807425,0.170791659,1.61E-06,0.662101687,4.67E-10,0.002436312,5.335681196,0.101963029,4.65E-13,2.74565087,1.14E-26,3.493551598,3.68776154,0.158017763
0.903796627,2.337271252,-3.811478942,0.130618286,2.52E-16,9.76E-06,0.589472494,1.42E-16,3.26E-12,0.004805479,0.000290706,2.19E-06,0.647233873,0.007866964,1.66E-17,5.657966981,0.10188439,3.58E-15,2.564274961,1.67E-36,2.348090436,2.618292647,0.052084902
0.921335065,2.518771097,-3.286408147,0.059925155,4.87E-11,0.000208624,0.5728389,6.00E-30,1.56E-13,2.05E-05,0.00619211,9.14E-08,0.986895757,0.001825278,3.60E-05,6.068488185,0.100977335,1.69E-10,3.15483337,0.00311224,2.119833498,3.919198058,0.095262415
1.115376353,2.765505077,-3.786967109,0.09682148,1.91E-14,0.00012667,0.652617506,2.67E-17,1.08E-38,0.006180513,0.023232255,6.28E-08,0.775265952,2.88E-06,1.39E-05,7.88066902,0.098720279,9.69E-11,3.142748564,7.29E-05,2.533228419,2.746720298,0.050366838
0.828860792,3.40159341,-3.661455973,0.145978314,3.05E-11,0.002475771,0.602902432,2.85E-18,3.88E-10,0.00045988,0.006295467,0.000225859,1.04256427,1.77E-07,0.002960924,7.093022308,0.090530486,9.12E-11,3.395597323,3.57E-16,2.090540339,2.616921109,0.061757571
1.123700808,2.071249881,-3.457601137,0.05672582,6.68E-08,1.72E-06,0.698926225,1.40E-07,2.95E-10,0.008053193,0.004133363,0.023196442,0.55522661,3.32E-09,9.09E-07,6.02600977,0.107843702,4.60E-06,3.444938791,0.133318605,2.169480043,3.67464581,0.06765545
1.031599114,1.905614995,-3.487863668,0.072300391,2.25E-07,9.79E-08,0.691827779,0.000220319,9.08E-13,0.003007864,0.109739051,0.003063654,0.633231224,0.00115576,1.70E-07,5.698984218,0.119714099,3.13E-06,3.494231302,9.07E-12,2.607809139,3.048892359,0.025883909
0.843589347,2.906209191,-3.789721547,0.106514368,2.19E-07,0.001352462,0.637699177,1.84E-08,0.00599891,0.00012373,0.209430957,0.013128783,0.829880655,0.003399018,1.66E-07,6.282185613,0.100299045,1.23E-09,2.602651148,2.58E-13,1.742841782,3.450075556,0.13603439
0.916830613,2.987359317,-3.641359828,0.111921815,0.004056579,0.000587125,0.701355696,0.002682419,8.55E-13,0.000953223,0.001761672,0.022582531,0.989384157,2.08E-08,5.11E-11,6.008235287,0.104508971,6.32E-10,3.172754081,3.94E-20,2.574214475,3.892218112,0.065250167
1.054012434,3.295530651,-3.285380385,0.112535709,0.003234747,0.009872882,0.531012689,2.68E-15,1.37E-15,0.001296869,0.044839487,0.000143899,0.844406556,1.30E-07,1.09E-05,6.722558252,0.105822809,1.10E-10,3.317405759,1.60E-15,1.510273743,2.102821765,0.111490131
0.753491896,3.010152507,-3.611598259,0.073908231,0.002037259,0.002308393,0.636656491,2.20E-17,2.92E-11,0.010177238,0.007147239,2.45E-08,0.855523322,5.51E-10,2.05E-06,5.413141215,0.092146642,2.69E-13,2.669151283,2.32E-16,2.994288468,4.812801228,0.056339947
0.683907917,2.202040241,-3.067645924,0.064894514,0.000114804,0.008836402,0.570858128,6.55E-18,6.47E-07,0.002371694,0.000130704,1.48E-07,0.632264431,4.98E-09,8.93E-05,6.09399618,0.103467361,1.82E-13,2.56611003,3.03E-05,2.221228403,4.501949424,0.077953913
0.670709982,2.07764586,-3.093301218,0.069498609,0.001918855,0.001478077,0.606735112,1.35E-21,5.52E-13,0.00314423,9.02E-05,3.33E-07,0.663411446,0.017671887,0.000263408,6.230457106,0.112935654,4.89E-13,2.426362892,0.00059398,2.182436204,4.369112678,0.151391791
0.883429178,3.052835276,-3.463834293,0.071110083,8.62E-05,1.59E-08,0.422291733,2.29E-19,3.35E-13,0.001831377,0.538055533,2.59E-09,0.757808257,1.66E-10,0.000474754,5.027756798,0.083692136,2.06E-11,2.979495099,0.001230862,2.06204228,2.755076285,0.027937964
0.807225252,2.780374587,-2.907601938,0.066983269,1.75E-09,5.63E-06,0.389895628,6.34E-16,5.42E-09,0.00042642,9.29E-05,4.46E-09,1.349969187,0.062465526,0.001832646,6.392152557,0.109593447,1.28E-14,2.545615696,0.000404485,1.947713248,3.202886926,0.117753006
0.921018141,2.387109169,-4.119787792,0.092449533,4.61E-14,0.000199147,0.559040509,3.08E-11,5.10E-09,1.32E-05,0.0109423,6.58E-10,0.730793331,0.077801221,0.000346595,5.298482042,0.119610972,1.52E-16,3.136535157,0.002554214,2.442771349,3.666363293,0.052869234
0.790008693,2.865191274,-3.61510502,0.07374652,8.13E-12,0.016113665,0.582914399,2.38E-06,0.037142371,0.031932386,1.96E-05,1.31E-08,0.767090088,0.015844005,4.59E-05,5.794441899,0.124785307,1.98E-15,3.410111875,1.52E-19,1.511210888,3.436661094,0.101879367
0.788195144,2.846762253,-3.561727911,0.070209925,9.06E-08,0.014999372,0.579980162,2.07E-08,8.03E-05,0.011514397,4.81E-05,8.83E-09,0.779334887,0.008487171,0.001366351,5.920900602,0.126738082,7.95E-16,3.192931403,1.00E-11,1.605327362,3.231388584,0.081519622
1.160865134,2.087287532,-3.564468992,0.115433293,1.70E-11,0.002148231,0.58887401,4.17E-10,0.001389208,8.28E-06,1.95E-06,0.0573584,0.877168984,0.052737091,1.88E-05,6.157828013,0.081200898,1.16E-19,2.883737761,5.23E-12,3.19149618,3.107028994,0.065964733
0.760548006,3.089933073,-3.430135565,0.075955316,2.81E-10,0.002329962,0.635643149,0.000160692,0.000103907,0.011866934,0.028372698,1.89E-06,0.936754975,0.000479429,0.000111611,6.921350358,0.131786521,2.76E-18,2.803082298,2.50E-10,2.020371103,2.724396671,0.083143266
0.764042772,3.084528846,-3.65611871,0.096659807,1.12E-10,0.001874263,0.67014589,0.084796992,0.019092862,0.003331396,0.049828548,3.61E-07,0.923808217,0.000136984,0.000982564,6.990366554,0.125070346,3.34E-18,2.829673603,8.31E-08,2.156787505,2.723797801,0.069812217
0.927412602,3.166997269,-2.901367806,0.097930929,2.04E-13,0.01166549,0.526463819,2.64E-10,4.36E-10,0.004821138,0.005528051,0.000245846,0.836186483,0.000781174,4.32E-08,8.237029389,0.131296041,4.45E-18,2.591495599,0.031914236,1.98452884,2.930196469,0.052826271
1.076036272,2.695606052,-3.768649538,0.088016185,8.83E-16,0.001056646,0.601427771,3.17E-07,0.003175319,0.00014336,0.016480562,3.81E-05,0.839079282,0.01956735,2.13E-15,8.13078537,0.088999549,2.25E-15,2.75050159,0.000528115,3.00797181,3.799779402,0.076064899
0.888258878,3.537690825,-3.030831174,0.095863065,7.83E-19,0.00092719,0.610915137,2.89E-10,0.003649487,0.006594667,0.001619243,0.005671161,0.968119059,0.089638071,4.01E-12,4.378013653,0.116336147,1.36E-09,3.549279123,0.000143344,2.14312477,2.827256179,0.072713926
0.876536902,3.389676115,-3.676156925,0.088542954,0.000567794,0.012204192,0.647643175,9.46E-12,0.008906843,2.44E-05,0.005498297,0.015610611,0.818272273,4.22E-09,2.45E-09,5.277158795,0.082838907,1.23E-10,3.337699899,3.96E-07,2.264880467,2.375611547,0.076907266
0.872284961,3.441719927,-3.688385013,0.084312251,0.006943395,0.044869555,0.651414112,2.38E-11,0.000607394,3.83E-05,0.022798306,0.021496265,0.807373475,1.03E-07,2.04E-12,5.107627277,0.08493681,2.54E-10,3.235120575,3.53E-06,2.300830969,2.528817725,0.085427254
1.021600045,3.478123188,-2.882892755,0.084638403,1.38E-07,5.15E-07,0.549282659,5.91E-05,5.96E-20,0.013436603,0.00027565,0.000671335,0.732777783,1.78E-11,0.000200947,7.151599344,0.093785772,4.56E-12,3.150619232,3.99E-27,2.986725563,3.755220626,0.096442827
0.67567261,3.816660407,-3.335258018,0.082147271,0.01624025,1.02E-06,0.516071796,0.000346811,3.44E-10,0.000998262,0.025281569,0.017892032,0.729000166,3.66E-07,0.002559143,7.284319558,0.094853886,3.61E-10,3.075483935,5.67E-24,2.40412374,3.103863286,0.078199026
0.809874046,3.602605942,-2.747044508,0.099028248,5.41E-08,1.38E-07,0.539791836,0.000426644,3.53E-11,0.001627572,0.130690911,0.004294237,0.617279551,0.001536702,3.21E-07,7.358815928,0.08672123,8.67E-10,3.175155417,0.018178645,2.477034995,2.907460422,0.144922714
0.949170998,2.206956561,-3.322598438,0.072354958,0.014303436,9.80E-11,0.647068731,3.21E-05,2.24E-14,0.005073363,0.015272169,0.00673838,0.759342944,8.07E-08,1.12E-10,4.299215917,0.112217477,3.16E-14,2.259364426,0.005420946,2.30521568,3.972361884,0.044967535
0.837003289,2.569850273,-3.490709304,0.073601197,1.97E-07,1.16E-07,0.553196985,3.26E-07,2.82E-05,0.00260301,3.47E-05,0.005983603,0.846784452,1.88E-05,5.26E-15,4.74501078,0.104069066,3.61E-13,2.760347252,0.005136056,2.069124129,3.033202119,0.045855776
0.883060561,2.558708131,-3.440237949,0.052185031,1.19E-07,8.62E-10,0.506249739,0.029564764,5.52E-08,0.003065355,0.631233813,0.004049225,0.89817563,0.008119632,5.91E-11,6.323987727,0.09344639,1.63E-12,2.632704305,0.011745641,2.946857451,2.297665712,0.068872125
0.957096271,2.190252767,-3.672404678,0.053159143,2.24E-06,6.64E-07,0.470963493,1.80E-11,2.04E-09,0.000855081,0.000179272,0.007018788,0.781590868,0.011629691,1.50E-10,6.032898333,0.098652256,6.85E-12,2.72128116,4.24E-11,2.642392053,2.537155139,0.078291355
1.019513217,2.154926449,-4.128772317,0.064607675,2.91E-05,6.05E-07,0.751583576,4.15E-06,8.78E-14,0.00410493,0.2817949,0.011725777,1.233139537,0.02597707,1.22E-11,6.04349285,0.095522498,2.79E-12,3.254923177,1.26E-08,2.211221503,3.639096609,0.107289967
0.931018402,2.76434081,-3.00093384,0.135846703,7.83E-06,0.005413837,0.47312076,0.004847544,3.38E-18,0.001270234,0.072777784,0.000910499,0.505500903,1.37E-24,1.54E-12,6.340176795,0.123714005,2.51E-12,2.898432885,7.88E-18,1.894252202,2.73441455,0.046173991
0.914932835,2.591072237,-3.682970153,0.099390311,3.48E-05,0.001910641,0.623920939,1.27E-08,3.15E-38,0.000695179,0.056913828,5.72E-05,0.662365994,3.81E-21,4.15E-10,5.317052514,0.116734606,4.09E-14,2.434581312,3.88E-25,1.641478375,3.370342516,0.037698152
0.887887521,2.781091306,-3.453521674,0.087255698,0.002359392,0.001345552,0.525074841,0.000232581,0.00024096,0.00755721,0.18117592,0.057263387,1.558755983,1.18E-26,1.08E-07,7.037863545,0.086772396,4.08E-13,2.779873423,7.57E-18,3.533948251,3.530066461,0.10159872
0.729519016,2.938937726,-3.513543542,0.127247326,0.003678673,0.00109742,0.614497027,1.81E-11,0.000953281,0.000525856,0.034897381,5.78E-05,1.158041968,3.90E-34,3.28E-09,7.960127936,0.091207624,2.62E-13,3.29079474,1.78E-30,3.84747123,3.467159035,0.102577748
1.029193729,2.093504688,-3.644173653,0.073929521,0.000674589,5.19E-06,0.55030275,0.000205875,0.000591341,0.002622649,0.000165758,0.002110465,1.291372353,3.12E-37,0.000716704,6.444221155,0.079428814,2.15E-15,3.438751312,1.55E-24,2.732849416,3.610054092,0.033360682
1.140276223,2.572160913,-3.620327358,0.06776932,9.07E-06,2.52E-05,0.670150931,0.008277641,4.62E-12,0.004923037,0.0002354,0.00271298,0.693235293,1.71E-38,3.04E-41,6.090921153,0.132916698,5.72E-20,2.679875388,1.35E-23,2.21109273,3.428502833,0.193613448
0.916961954,2.281556322,-3.311816854,0.140135787,0.001981554,0.012637321,0.435550447,8.42E-07,3.08E-05,0.000139023,0.042125937,0.014912892,0.861206206,7.65E-19,5.54E-42,6.559746624,0.099446423,7.00E-19,3.423755864,1.84E-12,3.102552091,3.526460134,0.047956273
1.04952061,2.860090847,-3.762038128,0.054855575,0.000104169,0.000173195,0.762633124,2.57E-10,0.000322184,3.48E-08,0.043052673,0.000760215,0.856436217,5.08E-13,1.55E-16,5.04555909,0.095835635,5.60E-14,3.019490786,5.36E-05,1.795280024,3.10266205,0.106759184
1.098621114,1.586894975,-3.730848276,0.124767099,1.35E-16,0.01583749,0.611679227,2.28E-05,3.02E-05,2.44E-07,0.00555853,3.56E-05,0.730084083,2.46E-10,4.62E-11,5.272920258,0.104764545,3.41E-11,3.045756148,3.28E-05,2.226294204,2.884188964,0.031501348
1.208919337,2.645598108,-4.205580858,0.07613839,9.84E-05,0.001592256,0.556836742,3.00E-07,0.020706618,5.98E-06,3.13E-05,0.01006952,1.164178147,0.649016412,4.86E-14,5.209761545,0.085799143,2.20E-11,2.925354446,0.000273668,2.358300437,2.98807868,0.069694085
1.22501834,2.886437482,-2.834919357,0.096762245,0.000329909,0.005069026,0.584115411,0.002438684,9.07E-05,0.00382315,0.042566253,0.003945073,0.656668642,2.38E-15,4.31E-13,6.533680092,0.080166735,8.59E-16,3.514292398,0.000212349,3.027489913,3.672588688,0.097692772
0.961888162,2.88025241,-3.437951845,0.106957697,0.004250926,0.000115957,0.474552428,2.68E-08,2.54E-08,0.000518585,0.090805745,0.018139787,0.900928916,1.37E-07,2.65E-15,6.586267122,0.085421931,7.11E-16,3.230646392,0.002807787,2.338274069,3.236656602,0.061460412
0.740611264,3.438577337,-3.742998946,0.132716248,4.85E-07,0.01048178,0.506830812,1.96E-21,0.028388836,0.000966214,0.134459858,0.004439064,1.331667704,1.30E-07,3.80E-06,5.818808942,0.06780823,5.40E-16,3.44490084,3.20E-21,3.454392375,2.875867028,0.102490619
0.683143984,4.550063157,-3.22591692,0.094545059,0.015404093,0.00056244,0.627813875,1.12E-11,1.95E-06,4.57E-06,0.052182813,0.005438501,1.037777908,3.75E-12,8.14E-07,7.628297204,0.094367135,1.95E-15,2.987157148,5.86E-14,2.108097813,3.150654122,0.078047734
1.016226402,3.378973508,-2.977996086,0.134573862,2.10E-20,1.05E-05,0.626527693,1.34E-11,2.83E-07,0.008558464,0.009608556,0.005264988,0.822234725,3.49E-09,1.85E-15,8.638587543,0.108954424,3.56E-17,2.439746191,0.002555223,2.117369733,3.83926601,0.05745077
0.825610987,1.80858212,-4.207022813,0.059832262,6.75E-12,0.000146712,0.594771026,1.78E-07,3.53E-22,0.000451257,0.054062239,9.95E-05,0.900644173,1.89E-05,4.40E-05,5.775214378,0.08868018,3.48E-17,3.951303514,6.18E-05,2.68346444,2.71115085,0.099048783
1.019745763,2.206218923,-3.908472034,0.057093748,0.00506442,0.043381208,0.664873156,8.08E-09,3.92E-29,0.001821111,0.12763828,0.000692857,1.050709889,0.292564167,0.001016466,5.403536361,0.081623201,3.89E-17,4.060497801,3.14E-05,2.965051707,2.816492081,0.067917797
0.894971921,2.945772492,-4.072601163,0.101342935,3.81E-05,5.76E-05,0.6104709,0.001638887,3.99E-13,0.003107129,0.017764306,0.001734749,0.96512415,3.09E-08,4.02E-11,4.985818225,0.11960078,4.81E-16,3.777723822,0.024328023,3.029235314,2.443634001,0.046884637
0.863560675,2.610203688,-3.900224078,0.088896545,3.36E-11,5.90E-05,0.599643233,6.43E-05,1.08E-13,0.002975335,0.119171051,0.001134314,0.764122844,8.98E-10,3.32E-09,7.588040001,0.086018166,1.76E-10,2.732439456,4.48E-05,2.264020957,2.787409666,0.114447343
1.150281773,2.557836828,-3.434531578,0.06733759,4.82E-18,6.96E-06,0.572949938,8.96E-08,2.87E-18,0.002795844,0.107413968,0.001023558,0.826199816,1.31E-26,3.23E-18,6.788233858,0.135435529,3.93E-13,3.729649585,3.63E-11,1.735712944,3.101804513,0.069913799
0.964013181,2.401789126,-3.493170002,0.084542837,2.72E-12,7.19E-06,0.597822193,5.52E-08,1.20E-05,0.002882655,0.171145544,0.000212112,0.723361683,1.08E-31,4.87E-18,5.239019448,0.078802112,3.78E-05,2.747439626,0.127732843,2.990673141,3.087963911,0.08090673
0.961624848,2.142367805,-3.530166291,0.102272303,0.001944724,0.005727258,0.60121068,8.93E-14,3.78E-05,0.002839388,0.003198022,0.038714053,0.70238398,6.80E-17,0.001166404,4.640588092,0.09148138,0.000699905,2.982205554,3.07E-13,2.665170049,3.436703926,0.10285671
0.92545032,2.786119795,-3.090444493,0.04658036,0.004442827,0.005397022,0.579908663,0.024506531,9.45E-07,0.004337785,0.001484444,3.41E-07,1.012602773,1.89E-22,0.003727149,8.447421202,0.114568746,0.001170071,3.203337556,8.50E-09,2.208311404,2.966007094,0.026521208
0.754130864,2.995364655,-4.862167202,0.107734572,3.26E-11,0.001484229,0.443015575,2.14E-06,1.09E-06,0.001782362,0.000773462,5.71E-08,1.152672866,3.42E-34,3.34E-06,5.844814934,0.100765147,2.04198412,2.652703601,6.94E-05,2.092575801,3.516493199,0.214888399
0.886266329,4.516935067,-2.696753495,0.073708976,1.34E-30,0.000377008,0.728306364,0.004619878,3.15E-16,0.003185376,0.413495606,2.36E-06,0.914148354,1.05E-33,0.000805234,6.265893266,0.108696025,0.006707172,3.188998281,1.09E-14,2.971827621,3.975662906,0.029713959
0.845562539,2.709330154,-4.287739483,0.108683766,6.35E-18,1.57E-06,0.657137897,0.01026665,1.02E-24,0.001441508,0.001274534,1.86E-10,0.715804253,3.00E-78,1.83E-22,5.626212961,0.102477932,0.001748514,2.873517387,0.005006199,2.477872572,3.770152531,0.066883682
0.852632428,2.227180516,-3.895938537,0.109693333,5.03E-21,2.00E-07,0.685809278,1.03E-05,1.17E-15,0.006250911,0.524200203,1.49E-09,0.901181332,7.90E-75,3.17E-11,5.567639676,0.088184201,0.011266286,3.459389689,5.30E-06,2.026025766,3.322237733,0.047762676
0.909823035,2.623381968,-3.179469782,0.087708255,4.98E-13,3.54E-10,0.513948618,4.92E-07,2.58E-16,0.000980601,0.00449541,0.081670588,0.746134584,1.95E-17,1.29E-14,8.109694296,0.118386418,0.000422633,2.480873107,6.15E-08,2.646516188,3.211638723,0.112826451
1.060743934,2.651053141,-3.839047624,0.105504565,1.25E-11,3.30E-08,0.714684356,3.16E-09,6.17E-06,0.008554767,0.040225732,2.74E-05,0.803284328,0.000386488,5.24E-13,5.924790197,0.115469877,1.26E-05,3.845830272,0.012884936,1.966159835,3.604375694,0.08266685
0.876935468,2.174223311,-3.317215522,0.075959105,1.50E-24,0.0005933,0.409072525,2.82E-13,0.027699197,5.78E-05,0.006806697,0.035538544,0.614663935,0.002079078,1.22E-13,6.148547428,0.088919914,0.000227812,2.580337556,1.99E-07,3.087604483,2.871100258,0.065228358
0.953622278,2.1753318,-3.596564018,0.109831199,0.000200378,0.011357433,0.488096173,0.000702373,0.011655039,0.005768884,0.003810415,0.000298635,0.829000882,0.002627412,3.30E-17,5.145598773,0.101486025,3.41E-06,2.338813325,5.60E-08,2.361183509,3.151489982,0.053165019
1.005467219,1.93255496,-4.159902174,0.105130238,8.84E-05,0.00179569,0.48358,0.013116716,0.000815768,0.003570429,0.032200879,0.004617067,0.860396411,2.52E-12,8.46E-29,4.917076828,0.113879912,7.30E-07,2.741284184,2.08E-14,1.880922076,3.465227863,0.087153779
0.726720426,2.966062537,-2.995047649,0.069112799,0.004820049,0.006346791,0.646152011,2.88E-10,4.19E-05,0.000135966,0.123460774,0.002151745,0.815443263,1.06E-17,2.59E-11,6.197707537,0.071178691,1.47E-05,3.289122768,0.000842553,3.283787089,3.399526513,0.051292424
0.876759689,2.434078329,-4.591213051,0.068925868,6.14E-07,0.000791181,0.665091976,1.08E-10,4.12E-05,0.003987134,0.2121342,0.000274279,0.662604683,4.71E-08,1.69E-10,7.461611911,0.161026124,0.983317426,3.616391513,0.000185463,2.526970423,3.418135301,0.024181753
